name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Mixed Veg Curry,dinner,639,5.9,60.8,24.9,vegetarian,mixed,0,balanced|beginner
Egg Curry,dinner,664,5.1,70.8,24.1,non_vegetarian,north_indian,0,balanced|beginner
Vegetable Khichdi,lunch,360,20.5,31.2,22.0,vegetarian,north_indian,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,695,13.5,70.7,19.2,non_vegetarian,north_indian,0,balanced|beginner
Vegetable Poha,breakfast,345,18.0,59.5,7.4,vegetarian,mixed,1,weight_loss|light
Vegetable Poha,breakfast,355,10.4,45.0,11.7,vegetarian,north_indian,1,weight_loss|light
Roti Sabji,dinner,664,11.6,39.6,37.8,vegetarian,north_indian,0,weight_loss|light
Fish Fry,dinner,664,30.8,45.3,26.7,non_vegetarian,mixed,0,muscle_gain|high_protein
Paneer Bhurji,dinner,552,32.5,56.8,10.6,vegetarian,north_indian,1,weight_loss|light
Hyderabadi Biryani,lunch,681,9.3,72.0,24.7,non_vegetarian,mixed,0,balanced|beginner
Dal Rice,lunch,444,21.0,51.4,13.2,vegetarian,north_indian,1,muscle_gain|high_protein
Fish Fry,dinner,685,16.3,79.3,19.9,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Paneer Cubes,snack,214,8.9,17.5,10.2,vegetarian,north_indian,1,balanced|beginner
Peanut Chaat,snack,261,11.5,29.1,8.6,vegetarian,north_indian,0,balanced|beginner
Fruit Salad,snack,295,31.7,21.9,4.2,vegan,south_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,543,13.9,71.5,15.6,non_vegetarian,mixed,1,balanced|beginner
Corn Chaat,snack,223,14.9,16.7,8.7,vegan,north_indian,1,balanced|beginner
Tofu Curry,dinner,559,34.2,69.9,21.8,vegan,mixed,1,muscle_gain|high_protein
Egg Curry,dinner,640,19.1,72.8,20.5,non_vegetarian,mixed,1,balanced|beginner
Peanut Chaat,snack,116,4.9,13.9,3.5,vegetarian,south_indian,1,balanced|beginner
Corn Chaat,snack,152,6.2,24.6,1.9,vegan,north_indian,1,weight_loss|light
Mixed Veg Curry,dinner,514,10.6,59.1,24.5,vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Roti,lunch,604,17.9,51.8,24.1,vegetarian,north_indian,0,balanced|beginner
Mixed Veg Curry,dinner,444,9.3,47.4,21.9,vegetarian,south_indian,0,balanced|beginner
Peanut Chaat,snack,255,8.0,40.0,4.7,vegetarian,south_indian,1,weight_loss|light
Corn Chaat,snack,122,9.0,10.3,3.9,vegan,south_indian,1,muscle_gain|high_protein
Buttermilk,snack,297,14.6,37.9,3.9,vegetarian,mixed,1,weight_loss|light
Tofu Curry,dinner,482,11.9,74.6,21.4,vegan,north_indian,0,improve_stamina|carb_rich
Paneer Cubes,snack,106,3.7,12.6,3.6,vegetarian,north_indian,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,620,12.7,34.4,20.9,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,406,19.4,36.0,10.7,vegan,north_indian,1,weight_loss|light
Grilled Chicken,dinner,584,19.5,31.8,22.1,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Soup,dinner,595,7.5,73.8,16.6,vegan,north_indian,0,improve_stamina|carb_rich
Masala Omelette,breakfast,196,4.4,15.6,11.2,non_vegetarian,north_indian,1,weight_loss|light
Boiled Eggs,snack,141,3.1,19.0,4.6,non_vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,630,8.6,56.0,19.4,non_vegetarian,mixed,0,improve_stamina|carb_rich
Mixed Veg Curry,dinner,436,5.7,52.4,22.4,vegetarian,south_indian,0,balanced|beginner
Paneer Roti,lunch,398,10.7,32.3,22.0,vegetarian,mixed,0,weight_loss|light
Fish Fry,dinner,539,14.7,53.5,8.8,non_vegetarian,north_indian,1,balanced|beginner
Corn Chaat,snack,249,15.9,25.9,6.9,vegan,north_indian,1,muscle_gain|high_protein
Tofu Curry,dinner,489,15.5,37.2,12.4,vegan,south_indian,1,improve_stamina|carb_rich
Paneer Roti,lunch,562,19.5,32.0,14.8,vegetarian,south_indian,1,weight_loss|light
Corn Chaat,snack,216,13.7,25.2,4.8,vegan,mixed,1,muscle_gain|high_protein
Fruit Salad,snack,293,10.7,42.8,6.2,vegan,north_indian,0,improve_stamina|carb_rich
Buttermilk,snack,120,2.6,8.7,7.3,vegetarian,south_indian,1,balanced|beginner
Fruit Salad,snack,198,8.8,18.1,8.3,vegan,south_indian,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,549,28.9,45.7,19.6,vegan,south_indian,1,muscle_gain|high_protein
Egg Curry,dinner,692,30.2,92.7,8.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Poha,breakfast,220,5.5,34.9,3.7,vegetarian,mixed,1,weight_loss|light
Egg Curry,dinner,362,14.6,65.1,3.1,non_vegetarian,north_indian,1,balanced|beginner
Tofu Curry,dinner,439,16.1,68.9,13.9,vegan,mixed,1,balanced|beginner
Peanut Chaat,snack,158,3.1,23.8,4.2,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,449,9.8,55.9,14.4,vegan,south_indian,0,improve_stamina|carb_rich
Chicken Curry Rice,lunch,437,16.8,53.8,16.3,non_vegetarian,mixed,1,balanced|beginner
Mixed Veg Curry,dinner,561,16.7,59.6,17.2,vegetarian,mixed,1,balanced|beginner
Vegetable Soup,dinner,357,21.4,44.7,7.1,vegan,north_indian,1,muscle_gain|high_protein
Kadhi Rice,lunch,358,25.3,30.9,4.9,vegetarian,north_indian,1,muscle_gain|high_protein
Roasted Chana,snack,277,18.7,27.6,7.7,vegan,north_indian,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,694,18.8,73.1,17.4,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Protein Shake,snack,280,12.1,31.2,9.4,vegetarian,mixed,0,muscle_gain|high_protein
Vegetable Khichdi,lunch,407,29.1,40.0,10.9,vegetarian,south_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,109,6.1,12.4,2.9,vegetarian,south_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,203,4.0,24.9,7.9,vegetarian,south_indian,1,weight_loss|light
Roti Sabji,dinner,561,8.4,47.7,26.2,vegetarian,south_indian,0,weight_loss|light
Idli Sambar,breakfast,322,5.7,20.3,16.8,vegetarian,north_indian,1,improve_stamina|carb_rich
Protein Shake,snack,228,4.1,41.4,3.1,vegetarian,north_indian,1,weight_loss|light
Thepla,breakfast,261,3.8,40.5,7.0,vegetarian,south_indian,1,improve_stamina|carb_rich
Fruit Salad,snack,160,4.0,15.9,7.5,vegan,mixed,1,improve_stamina|carb_rich
Vegetable Khichdi,lunch,531,18.5,30.5,24.1,vegetarian,mixed,0,weight_loss|light
Roasted Chana,snack,203,2.5,22.6,9.6,vegan,mixed,1,balanced|beginner
Corn Chaat,snack,257,19.5,20.8,5.7,vegan,north_indian,1,muscle_gain|high_protein
Tofu Stir Fry,lunch,421,10.8,62.4,6.5,vegan,north_indian,0,improve_stamina|carb_rich
Roti Sabji,dinner,400,31.3,41.2,8.6,vegetarian,north_indian,1,muscle_gain|high_protein
Mixed Veg Curry,dinner,403,15.8,61.0,7.6,vegetarian,north_indian,1,weight_loss|light
Rajma Chawal,lunch,428,17.9,74.9,8.1,vegetarian,north_indian,1,improve_stamina|carb_rich
Sprouts Salad,snack,213,4.7,18.5,11.4,vegan,south_indian,1,weight_loss|light
Fish Curry Rice,lunch,548,43.5,65.7,10.6,non_vegetarian,south_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,318,11.6,53.8,3.4,vegetarian,mixed,1,balanced|beginner
Boiled Eggs,snack,233,7.8,35.3,4.7,non_vegetarian,mixed,1,weight_loss|light
Paneer Bhurji,dinner,477,15.9,25.1,12.6,vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,392,11.9,50.8,8.8,non_vegetarian,south_indian,1,weight_loss|light
Buttermilk,snack,214,15.6,19.8,6.1,vegetarian,north_indian,1,muscle_gain|high_protein
Dal Tadka,dinner,509,35.2,56.5,11.3,vegetarian,mixed,1,muscle_gain|high_protein
Fish Curry Rice,lunch,410,18.6,64.9,12.9,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,490,18.9,45.1,24.0,vegan,north_indian,0,muscle_gain|high_protein
Vegetable Khichdi,lunch,652,37.8,72.6,7.8,vegetarian,mixed,1,muscle_gain|high_protein
Grilled Chicken,dinner,491,24.8,78.1,3.6,non_vegetarian,north_indian,1,muscle_gain|high_protein
Vegetable Poha,breakfast,200,9.6,13.0,10.4,vegetarian,south_indian,1,improve_stamina|carb_rich
Chicken Curry Rice,lunch,631,16.1,69.5,23.6,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Fruit Bowl,breakfast,398,6.2,67.7,9.6,vegan,south_indian,1,balanced|beginner
Paneer Sandwich,breakfast,440,12.5,70.4,5.1,vegetarian,mixed,0,weight_loss|light
Egg Curry,dinner,463,24.3,66.0,5.9,non_vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Curry,dinner,369,5.3,45.8,8.3,vegan,north_indian,1,weight_loss|light
Pav Bhaji,lunch,356,8.5,42.4,13.8,vegetarian,north_indian,1,weight_loss|light
Protein Shake,snack,227,4.5,38.8,3.9,vegetarian,mixed,1,balanced|beginner
Pav Bhaji,lunch,365,13.9,53.3,14.4,vegetarian,mixed,1,balanced|beginner
Mixed Veg Curry,dinner,455,8.4,59.1,16.5,vegetarian,north_indian,0,improve_stamina|carb_rich
Tofu Stir Fry,lunch,659,25.8,92.5,7.4,vegan,north_indian,0,improve_stamina|carb_rich
Fruit Salad,snack,283,21.8,29.1,6.3,vegan,south_indian,1,muscle_gain|high_protein
Fruit Salad,snack,120,1.8,13.6,5.4,vegan,mixed,1,balanced|beginner
Pav Bhaji,lunch,616,16.7,56.1,7.0,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Khichdi,lunch,558,7.9,77.6,17.5,vegetarian,south_indian,0,weight_loss|light
Protein Shake,snack,151,3.2,21.2,4.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,419,5.4,56.5,15.3,vegan,south_indian,0,improve_stamina|carb_rich
Vegetable Poha,breakfast,217,24.4,11.8,6.1,vegetarian,north_indian,1,muscle_gain|high_protein
Roasted Chana,snack,241,10.2,29.0,7.2,vegan,north_indian,1,balanced|beginner
Tofu Curry,dinner,505,18.6,62.0,15.0,vegan,south_indian,1,balanced|beginner
Vegetable Khichdi,lunch,684,12.0,96.9,13.9,vegetarian,south_indian,0,improve_stamina|carb_rich
Egg Curry,dinner,363,8.4,64.8,6.8,non_vegetarian,mixed,1,weight_loss|light
Egg Curry,dinner,699,37.8,60.9,22.8,non_vegetarian,south_indian,0,muscle_gain|high_protein
Idli Sambar,breakfast,162,3.6,20.8,5.7,vegetarian,north_indian,1,weight_loss|light
Dal Tadka,dinner,516,19.3,54.5,8.1,vegetarian,north_indian,1,improve_stamina|carb_rich
Protein Shake,snack,150,7.1,10.0,7.7,vegetarian,north_indian,1,balanced|beginner
Peanut Chaat,snack,200,8.4,25.7,5.3,vegetarian,mixed,1,muscle_gain|high_protein
Peanut Chaat,snack,118,3.4,15.2,3.8,vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,550,38.8,64.0,8.9,non_vegetarian,south_indian,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,436,34.4,41.4,15.2,vegetarian,north_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,119,7.3,13.9,2.7,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Cubes,snack,156,4.9,11.2,8.8,vegetarian,north_indian,1,weight_loss|light
Vegetable Khichdi,lunch,560,32.1,60.7,10.8,vegetarian,north_indian,1,muscle_gain|high_protein
Fish Fry,dinner,566,30.1,50.8,24.4,non_vegetarian,mixed,0,muscle_gain|high_protein
Boiled Eggs,snack,138,4.5,16.5,4.8,non_vegetarian,mixed,1,weight_loss|light
Paneer Sandwich,breakfast,397,9.6,60.9,9.3,vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,588,11.7,54.6,17.6,non_vegetarian,north_indian,0,balanced|beginner
Oats with Milk,breakfast,249,7.7,20.6,12.7,vegetarian,south_indian,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,358,13.3,36.2,14.6,vegan,north_indian,1,improve_stamina|carb_rich
Dal Tadka,dinner,605,34.7,20.3,18.4,vegetarian,mixed,1,muscle_gain|high_protein
Fish Curry Rice,lunch,591,17.2,56.5,21.1,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Corn Chaat,snack,297,14.1,30.7,8.4,vegan,north_indian,1,weight_loss|light
Buttermilk,snack,140,5.2,15.6,5.1,vegetarian,mixed,1,muscle_gain|high_protein
Vegetable Poha,breakfast,438,5.1,71.8,13.6,vegetarian,south_indian,0,weight_loss|light
Tofu Curry,dinner,460,9.2,59.6,11.7,vegan,south_indian,0,weight_loss|light
Peanut Chaat,snack,205,14.4,28.3,2.0,vegetarian,north_indian,1,muscle_gain|high_protein
Fish Fry,dinner,671,11.8,54.3,23.9,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Soup,dinner,468,28.4,64.0,8.9,vegan,south_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,615,12.5,34.1,21.3,non_vegetarian,mixed,1,weight_loss|light
Chicken Curry Rice,lunch,684,18.5,49.9,12.1,non_vegetarian,mixed,0,improve_stamina|carb_rich
Fruit Bowl,breakfast,205,2.3,28.6,7.2,vegan,south_indian,1,balanced|beginner
Tofu Curry,dinner,472,8.8,77.6,11.1,vegan,north_indian,0,balanced|beginner
Thepla,breakfast,413,6.6,31.6,15.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Paneer Roti,lunch,447,30.8,64.9,12.1,vegetarian,south_indian,1,muscle_gain|high_protein
Egg Curry,dinner,642,30.2,45.7,11.9,non_vegetarian,north_indian,1,muscle_gain|high_protein
Grilled Chicken,dinner,352,19.3,35.3,11.7,non_vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,530,18.9,36.3,23.8,vegetarian,mixed,0,weight_loss|light
Vegetable Soup,dinner,458,14.9,55.1,15.7,vegan,south_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,409,12.7,39.8,13.2,vegetarian,north_indian,1,improve_stamina|carb_rich
Kadhi Rice,lunch,613,16.2,52.9,7.8,vegetarian,north_indian,1,improve_stamina|carb_rich
Paneer Roti,lunch,521,17.3,79.0,13.2,vegetarian,north_indian,1,weight_loss|light
Vegetable Khichdi,lunch,610,22.8,87.5,6.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Grilled Chicken,dinner,402,17.5,44.1,15.7,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Rice,lunch,401,13.2,45.8,14.8,vegetarian,north_indian,1,weight_loss|light
Fruit Salad,snack,298,13.8,15.0,17.6,vegan,south_indian,0,balanced|beginner
Roti Sabji,dinner,451,17.9,58.5,15.9,vegetarian,north_indian,1,balanced|beginner
Fruit Bowl,breakfast,294,21.4,19.1,12.1,vegan,north_indian,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,301,14.3,30.0,11.1,vegetarian,north_indian,1,weight_loss|light
Mixed Veg Curry,dinner,656,9.4,61.5,28.3,vegetarian,north_indian,0,balanced|beginner
Mixed Veg Curry,dinner,679,14.8,106.9,7.8,vegetarian,north_indian,0,weight_loss|light
Mixed Veg Curry,dinner,612,21.5,69.2,21.0,vegetarian,mixed,1,muscle_gain|high_protein
Roti Sabji,dinner,398,6.1,47.6,16.8,vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Soup,dinner,672,9.1,110.1,8.3,vegan,mixed,0,weight_loss|light
Buttermilk,snack,241,10.7,33.3,5.1,vegetarian,mixed,1,weight_loss|light
Hyderabadi Biryani,lunch,388,24.8,26.0,13.9,non_vegetarian,north_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,203,3.4,33.9,4.2,vegetarian,north_indian,1,balanced|beginner
Paneer Roti,lunch,662,31.5,91.4,5.7,vegetarian,mixed,0,weight_loss|light
Pav Bhaji,lunch,409,15.7,24.8,9.0,vegetarian,north_indian,1,balanced|beginner
Upma,breakfast,448,9.7,46.4,24.9,vegetarian,north_indian,0,weight_loss|light
Paneer Roti,lunch,688,10.3,67.5,11.3,vegetarian,south_indian,0,balanced|beginner
Masala Omelette,breakfast,397,12.8,28.1,24.7,non_vegetarian,south_indian,0,weight_loss|light
Fish Curry Rice,lunch,464,38.1,44.6,13.4,non_vegetarian,north_indian,1,muscle_gain|high_protein
Roasted Chana,snack,130,2.2,13.3,6.4,vegan,mixed,1,balanced|beginner
Boiled Eggs,snack,244,10.0,20.1,11.6,non_vegetarian,north_indian,1,weight_loss|light
Fruit Salad,snack,287,9.8,39.1,7.6,vegan,north_indian,1,weight_loss|light
Paneer Bhurji,dinner,500,15.3,69.3,8.0,vegetarian,north_indian,1,weight_loss|light
Rajma Chawal,lunch,574,33.7,74.6,6.5,vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,627,5.4,76.4,21.9,non_vegetarian,north_indian,0,weight_loss|light
Fruit Salad,snack,202,6.0,28.1,5.5,vegan,mixed,1,balanced|beginner
Paneer Cubes,snack,140,2.3,14.1,7.0,vegetarian,mixed,1,weight_loss|light
Rajma Chawal,lunch,555,14.5,44.0,24.6,vegetarian,mixed,0,improve_stamina|carb_rich
Roti Sabji,dinner,407,21.5,42.7,8.5,vegetarian,north_indian,1,weight_loss|light
Fish Curry Rice,lunch,471,5.4,37.4,21.6,non_vegetarian,mixed,0,balanced|beginner
Roasted Chana,snack,223,17.8,24.0,4.2,vegan,mixed,1,muscle_gain|high_protein
Dal Rice,lunch,574,19.5,60.6,14.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Corn Chaat,snack,119,7.8,10.7,3.9,vegan,north_indian,1,muscle_gain|high_protein
Vegetable Khichdi,lunch,621,49.6,36.2,18.4,vegetarian,south_indian,1,muscle_gain|high_protein
Roasted Chana,snack,183,9.2,17.7,6.8,vegan,south_indian,1,muscle_gain|high_protein
Protein Shake,snack,137,2.1,10.9,8.2,vegetarian,mixed,1,improve_stamina|carb_rich
Sprouts Salad,snack,227,2.6,30.9,8.3,vegan,south_indian,1,improve_stamina|carb_rich
Tofu Curry,dinner,589,38.4,45.0,16.6,vegan,north_indian,1,improve_stamina|carb_rich
Paneer Sandwich,breakfast,205,8.2,19.0,8.9,vegetarian,south_indian,1,weight_loss|light
Rajma Chawal,lunch,520,27.7,23.7,21.2,vegetarian,mixed,1,muscle_gain|high_protein
Grilled Chicken,dinner,525,16.4,40.3,6.9,non_vegetarian,mixed,1,weight_loss|light
Peanut Chaat,snack,135,1.7,17.2,5.4,vegetarian,north_indian,1,improve_stamina|carb_rich
Upma,breakfast,414,31.2,32.3,14.1,vegetarian,north_indian,1,muscle_gain|high_protein
Masala Omelette,breakfast,265,5.1,26.6,13.0,non_vegetarian,mixed,1,balanced|beginner
Kadhi Rice,lunch,450,15.5,48.0,22.9,vegetarian,south_indian,0,weight_loss|light
Vegetable Soup,dinner,422,21.3,39.8,11.3,vegan,north_indian,1,balanced|beginner
Thepla,breakfast,200,9.1,30.6,2.8,vegetarian,north_indian,1,weight_loss|light
Roasted Chana,snack,193,8.5,12.3,10.5,vegan,north_indian,1,weight_loss|light
Masala Omelette,breakfast,224,10.2,39.5,6.4,non_vegetarian,north_indian,1,weight_loss|light
Masala Omelette,breakfast,348,9.6,63.4,4.0,non_vegetarian,mixed,1,balanced|beginner
Peanut Chaat,snack,181,4.9,19.9,7.5,vegetarian,north_indian,1,balanced|beginner
Egg Curry,dinner,432,11.8,56.0,14.0,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Dal Rice,lunch,567,6.8,62.7,5.6,vegetarian,south_indian,0,balanced|beginner
Fruit Salad,snack,86,2.5,13.0,1.9,vegan,south_indian,1,balanced|beginner
Egg Curry,dinner,637,10.3,75.5,21.7,non_vegetarian,north_indian,0,balanced|beginner
Boiled Eggs,snack,286,25.9,28.3,3.5,non_vegetarian,mixed,1,muscle_gain|high_protein
Peanut Chaat,snack,234,10.5,22.8,9.1,vegetarian,mixed,1,muscle_gain|high_protein
Egg Curry,dinner,616,10.5,49.5,17.8,non_vegetarian,mixed,0,improve_stamina|carb_rich
Thepla,breakfast,201,8.1,31.7,2.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Paneer Cubes,snack,108,6.0,11.1,3.4,vegetarian,north_indian,1,muscle_gain|high_protein
Protein Shake,snack,202,7.3,32.1,3.1,vegetarian,north_indian,1,balanced|beginner
Fruit Bowl,breakfast,216,2.6,33.1,6.2,vegan,mixed,1,weight_loss|light
Grilled Chicken,dinner,404,8.5,44.9,23.3,non_vegetarian,mixed,0,balanced|beginner
Sprouts Salad,snack,281,8.6,30.1,11.5,vegan,mixed,0,balanced|beginner
Fruit Salad,snack,223,7.7,28.6,6.7,vegan,mixed,1,balanced|beginner
Oats with Milk,breakfast,396,12.1,39.2,13.3,vegetarian,north_indian,1,balanced|beginner
Chicken Curry Rice,lunch,364,16.4,35.0,14.4,non_vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Scramble,breakfast,336,8.5,33.7,13.8,vegan,north_indian,1,weight_loss|light
Chicken Curry Rice,lunch,685,14.0,63.7,18.4,non_vegetarian,north_indian,0,weight_loss|light
Egg Curry,dinner,589,15.9,58.1,3.9,non_vegetarian,mixed,1,balanced|beginner
Fruit Salad,snack,148,6.4,12.8,6.6,vegan,north_indian,1,balanced|beginner
Vegetable Poha,breakfast,154,4.9,20.4,4.5,vegetarian,south_indian,0,improve_stamina|carb_rich
Paneer Cubes,snack,137,8.6,15.9,3.1,vegetarian,north_indian,1,muscle_gain|high_protein
Roasted Chana,snack,283,27.8,22.4,12.4,vegan,north_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,217,10.7,15.5,10.5,vegetarian,north_indian,1,balanced|beginner
Protein Shake,snack,131,3.3,17.5,4.1,vegetarian,south_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,436,15.8,24.7,15.9,vegetarian,mixed,1,improve_stamina|carb_rich
Egg Curry,dinner,394,17.4,39.7,10.5,non_vegetarian,mixed,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,334,14.2,24.4,20.9,vegan,south_indian,0,improve_stamina|carb_rich
Kadhi Rice,lunch,396,5.3,21.2,15.3,vegetarian,mixed,0,balanced|beginner
Dal Rice,lunch,670,37.2,66.5,11.2,vegetarian,mixed,1,muscle_gain|high_protein
Roti Sabji,dinner,368,15.2,26.7,11.9,vegetarian,south_indian,1,weight_loss|light
Sprouts Salad,snack,291,8.1,27.7,13.9,vegan,south_indian,1,weight_loss|light
Peanut Chaat,snack,284,10.7,37.2,14.2,vegetarian,north_indian,1,weight_loss|light
Upma,breakfast,350,17.5,32.1,13.7,vegetarian,mixed,1,muscle_gain|high_protein
Vegetable Poha,breakfast,274,12.7,38.2,5.3,vegetarian,south_indian,1,improve_stamina|carb_rich
Paneer Roti,lunch,498,16.8,73.5,5.2,vegetarian,south_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,527,11.4,68.4,12.1,vegetarian,south_indian,0,balanced|beginner
Vegetable Khichdi,lunch,562,16.8,62.8,9.6,vegetarian,south_indian,1,balanced|beginner
Boiled Eggs,snack,189,4.2,22.3,7.6,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Sabudana Khichdi,breakfast,246,2.9,32.8,9.3,vegetarian,mixed,1,improve_stamina|carb_rich
Fruit Salad,snack,297,21.6,21.2,11.3,vegan,mixed,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,664,35.1,83.7,7.7,non_vegetarian,mixed,1,muscle_gain|high_protein
Corn Chaat,snack,283,18.5,33.9,5.6,vegan,south_indian,1,muscle_gain|high_protein
Egg Curry,dinner,556,19.5,61.1,14.8,non_vegetarian,south_indian,1,balanced|beginner
Roti Sabji,dinner,490,19.7,58.6,9.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Tadka,dinner,456,5.1,31.7,17.9,vegetarian,south_indian,0,improve_stamina|carb_rich
Mixed Veg Curry,dinner,642,29.1,50.2,23.2,vegetarian,north_indian,0,balanced|beginner
Pav Bhaji,lunch,501,16.5,56.6,13.5,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat,snack,202,3.9,15.8,11.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Upma,breakfast,192,9.1,18.7,7.2,vegetarian,mixed,1,weight_loss|light
Buttermilk,snack,176,5.5,26.5,3.8,vegetarian,south_indian,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,686,7.3,66.8,13.2,vegan,south_indian,0,weight_loss|light
Grilled Chicken,dinner,626,22.7,78.3,12.1,non_vegetarian,north_indian,1,balanced|beginner
Chicken Curry Rice,lunch,657,38.2,66.4,13.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Fruit Bowl,breakfast,420,11.9,58.9,13.9,vegan,north_indian,1,weight_loss|light
Boiled Eggs,snack,148,11.3,12.4,4.6,non_vegetarian,mixed,1,muscle_gain|high_protein
Tofu Stir Fry,lunch,576,17.9,79.0,9.4,vegan,north_indian,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,295,10.3,39.4,14.4,vegan,south_indian,1,weight_loss|light
Vegetable Soup,dinner,409,11.0,20.5,20.5,vegan,mixed,0,improve_stamina|carb_rich
Upma,breakfast,229,9.4,22.5,9.3,vegetarian,south_indian,1,muscle_gain|high_protein
Egg Curry,dinner,376,20.8,36.0,13.2,non_vegetarian,south_indian,1,muscle_gain|high_protein
Fish Curry Rice,lunch,568,15.3,76.0,4.0,non_vegetarian,mixed,1,balanced|beginner
Buttermilk,snack,189,16.1,14.5,5.7,vegetarian,north_indian,1,muscle_gain|high_protein
Boiled Eggs,snack,283,4.4,32.5,12.5,non_vegetarian,north_indian,0,balanced|beginner
Tofu Stir Fry,lunch,486,13.4,52.4,7.5,vegan,mixed,1,weight_loss|light
Kadhi Rice,lunch,565,34.7,32.2,16.7,vegetarian,north_indian,1,muscle_gain|high_protein
Roti Sabji,dinner,676,20.0,66.3,23.2,vegetarian,south_indian,0,balanced|beginner
Roasted Chana,snack,225,21.2,22.6,3.5,vegan,south_indian,1,muscle_gain|high_protein
Idli Sambar,breakfast,187,2.8,25.8,6.4,vegetarian,north_indian,1,improve_stamina|carb_rich
Grilled Chicken,dinner,482,14.7,46.1,17.5,non_vegetarian,mixed,1,balanced|beginner
Vegetable Poha,breakfast,321,7.5,30.7,22.6,vegetarian,south_indian,0,balanced|beginner
Masala Omelette,breakfast,367,6.5,59.0,8.4,non_vegetarian,north_indian,1,balanced|beginner
Tofu Curry,dinner,458,6.4,52.0,19.1,vegan,mixed,0,balanced|beginner
Sprouts Salad,snack,287,23.9,21.0,9.4,vegan,north_indian,1,muscle_gain|high_protein
Vegetable Khichdi,lunch,384,5.6,52.1,5.7,vegetarian,south_indian,0,improve_stamina|carb_rich
Peanut Chaat,snack,145,6.0,11.2,7.2,vegetarian,north_indian,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,171,7.7,14.3,7.7,vegan,north_indian,0,muscle_gain|high_protein
Grilled Chicken,dinner,424,8.2,51.3,16.9,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Fruit Bowl,breakfast,413,25.0,44.5,11.4,vegan,north_indian,1,muscle_gain|high_protein
Paneer Cubes,snack,228,4.8,29.3,8.1,vegetarian,north_indian,1,improve_stamina|carb_rich
