name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Vegetable Soup 7016,dinner,658,7.0,48.2,23.9,vegan,maharashtrian,0,improve_stamina|carb_rich
Protein Shake 7017,snack,134,12.0,23.0,7.1,vegetarian,mixed,1,balanced|beginner
Grilled Chicken 7018,dinner,496,19.7,30.5,12.7,non_vegetarian,north_indian,1,balanced|beginner
Tofu Curry 7019,dinner,418,9.4,24.7,15.1,vegan,hyderabadi,1,weight_loss|light
Sabudana Khichdi 7020,breakfast,331,10.2,27.8,18.1,vegetarian,punjabi,0,improve_stamina|carb_rich
Fish Fry 7021,dinner,360,9.1,40.6,14.8,non_vegetarian,bengali,1,improve_stamina|carb_rich
Fish Fry 7022,dinner,550,13.9,40.7,23.9,non_vegetarian,bengali,0,weight_loss|light
Dal Tadka 7023,dinner,573,40.5,72.2,18.9,vegetarian,south_indian,0,muscle_gain|high_protein
Paneer Roti 7024,lunch,511,26.2,34.3,17.1,vegetarian,bengali,0,muscle_gain|high_protein
Upma 7025,breakfast,433,17.3,37.7,3.7,vegetarian,punjabi,1,balanced|beginner
Protein Shake 7026,snack,220,7.0,31.3,3.7,vegetarian,hyderabadi,1,balanced|beginner
Grilled Chicken 7027,dinner,425,16.4,30.3,10.6,non_vegetarian,punjabi,1,balanced|beginner
Paneer Sandwich 7028,breakfast,312,17.9,75.7,6.5,vegetarian,maharashtrian,1,weight_loss|light
Pav Bhaji 7029,lunch,628,11.9,73.5,7.5,vegetarian,punjabi,0,weight_loss|light
Paneer Roti 7030,lunch,357,15.4,48.6,17.1,vegetarian,south_indian,1,weight_loss|light
Idli Sambar 7031,breakfast,200,29.6,29.2,18.5,vegetarian,gujarati,0,muscle_gain|high_protein
Dal Tadka 7032,dinner,361,21.2,60.6,8.4,vegetarian,kerala,1,muscle_gain|high_protein
Masala Omelette 7033,breakfast,162,6.0,68.7,23.2,non_vegetarian,punjabi,0,balanced|beginner
Masala Omelette 7034,breakfast,423,18.3,75.9,6.7,non_vegetarian,north_indian,1,balanced|beginner
Mixed Veg Curry 7035,dinner,373,38.7,42.0,19.3,vegetarian,bengali,0,muscle_gain|high_protein
Thepla 7036,breakfast,324,10.9,30.9,24.2,vegetarian,bengali,0,weight_loss|light
Hyderabadi Biryani 7037,lunch,681,17.2,72.7,12.0,non_vegetarian,bengali,0,improve_stamina|carb_rich
Idli Sambar 7038,breakfast,428,13.2,52.4,20.7,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Mixed Veg Curry 7039,dinner,693,43.2,75.3,4.7,vegetarian,bengali,0,muscle_gain|high_protein
Dal Tadka 7040,dinner,668,5.1,64.7,10.5,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Protein Shake 7041,snack,224,5.2,28.1,4.2,vegetarian,mixed,1,improve_stamina|carb_rich
Fruit Salad 7042,snack,170,17.7,57.5,4.3,vegan,south_indian,1,weight_loss|light
Tofu Stir Fry 7043,lunch,446,15.7,78.5,15.3,vegan,north_indian,1,weight_loss|light
Grilled Chicken 7044,dinner,617,24.0,63.5,14.9,non_vegetarian,north_indian,0,muscle_gain|high_protein
Paneer Cubes 7045,snack,292,22.3,25.3,16.4,vegetarian,kerala,1,muscle_gain|high_protein
Upma 7046,breakfast,164,11.5,44.0,4.2,vegetarian,north_indian,1,balanced|beginner
Vegetable Khichdi 7047,lunch,596,6.1,66.4,19.3,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Paneer Sandwich 7048,breakfast,349,27.2,48.9,9.3,vegetarian,hyderabadi,1,muscle_gain|high_protein
Peanut Chaat 7049,snack,137,20.0,27.1,19.2,vegetarian,rajasthani,0,balanced|beginner
Egg Curry 7050,dinner,649,5.0,63.4,16.9,non_vegetarian,maharashtrian,0,weight_loss|light
Sabudana Khichdi 7051,breakfast,188,44.0,56.2,13.5,vegetarian,gujarati,1,muscle_gain|high_protein
Egg Curry 7052,dinner,613,13.2,68.4,14.4,non_vegetarian,north_indian,0,balanced|beginner
Dal Rice 7053,lunch,460,15.8,46.5,22.8,vegetarian,bengali,0,balanced|beginner
Chicken Curry Rice 7054,lunch,670,12.7,55.5,15.9,non_vegetarian,gujarati,0,improve_stamina|carb_rich
Corn Chaat 7055,snack,245,29.0,69.0,13.8,vegan,rajasthani,1,muscle_gain|high_protein
Thepla 7056,breakfast,402,9.2,31.5,14.4,vegetarian,hyderabadi,1,improve_stamina|carb_rich
Fish Fry 7057,dinner,650,13.1,49.7,12.7,non_vegetarian,punjabi,0,improve_stamina|carb_rich
Dal Rice 7058,lunch,608,10.9,47.1,21.1,vegetarian,mixed,0,weight_loss|light
Sabudana Khichdi 7059,breakfast,182,6.5,26.1,13.0,vegetarian,punjabi,1,improve_stamina|carb_rich
Peanut Chaat 7060,snack,228,13.2,42.1,5.3,vegetarian,north_indian,1,weight_loss|light
Fruit Salad 7061,snack,293,16.2,50.9,12.9,vegan,hyderabadi,1,balanced|beginner
Paneer Roti 7062,lunch,359,27.1,74.0,3.5,vegetarian,gujarati,1,muscle_gain|high_protein
Paneer Cubes 7063,snack,267,16.3,75.0,16.7,vegetarian,hyderabadi,1,balanced|beginner
Sabudana Khichdi 7064,breakfast,238,34.3,60.4,15.8,vegetarian,bengali,1,muscle_gain|high_protein
Vegetable Khichdi 7065,lunch,472,18.2,47.5,3.9,vegetarian,kerala,1,balanced|beginner
Pav Bhaji 7066,lunch,362,15.8,60.3,19.7,vegetarian,mixed,0,balanced|beginner
Paneer Bhurji 7067,dinner,404,11.7,60.1,9.9,vegetarian,north_indian,1,balanced|beginner
Masala Omelette 7068,breakfast,314,26.4,74.9,3.5,non_vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Stir Fry 7069,lunch,388,16.1,53.3,20.1,vegan,south_indian,0,improve_stamina|carb_rich
Vegetable Khichdi 7070,lunch,469,13.2,61.2,11.3,vegetarian,gujarati,1,improve_stamina|carb_rich
Fruit Salad 7071,snack,243,10.7,37.9,18.5,vegan,north_indian,0,weight_loss|light
Dal Rice 7072,lunch,359,42.6,56.3,18.7,vegetarian,north_indian,0,muscle_gain|high_protein
Corn Chaat 7073,snack,231,43.0,68.3,16.1,vegan,mixed,1,muscle_gain|high_protein
Paneer Roti 7074,lunch,397,7.8,70.6,18.4,vegetarian,bengali,0,improve_stamina|carb_rich
Roasted Chana 7075,snack,256,9.1,24.7,11.3,vegan,bengali,1,improve_stamina|carb_rich
Thepla 7076,breakfast,448,7.6,31.4,16.9,vegetarian,rajasthani,1,balanced|beginner
Dal Rice 7077,lunch,624,13.4,55.9,13.7,vegetarian,mixed,0,weight_loss|light
Masala Omelette 7078,breakfast,432,44.3,38.4,6.8,non_vegetarian,south_indian,1,muscle_gain|high_protein
Egg Curry 7079,dinner,464,6.6,57.2,11.6,non_vegetarian,north_indian,1,balanced|beginner
Roti Sabji 7080,dinner,621,8.0,49.7,14.8,vegetarian,kerala,0,balanced|beginner
Peanut Chaat 7081,snack,209,24.8,48.7,17.0,vegetarian,punjabi,1,muscle_gain|high_protein
Vegetable Poha 7082,breakfast,192,17.2,47.9,22.5,vegetarian,north_indian,0,weight_loss|light
Boiled Eggs 7083,snack,81,10.8,32.1,7.2,non_vegetarian,maharashtrian,1,weight_loss|light
Dal Tadka 7084,dinner,673,10.8,23.5,6.5,vegetarian,bengali,0,weight_loss|light
Protein Shake 7085,snack,251,11.0,50.0,20.4,vegetarian,rajasthani,0,improve_stamina|carb_rich
Tofu Curry 7086,dinner,697,19.1,46.7,24.8,vegan,hyderabadi,0,weight_loss|light
Fish Curry Rice 7087,lunch,459,13.5,29.7,10.8,non_vegetarian,maharashtrian,1,weight_loss|light
Buttermilk 7088,snack,211,38.3,72.3,12.8,vegetarian,bengali,1,muscle_gain|high_protein
Paneer Cubes 7089,snack,140,43.5,67.2,21.3,vegetarian,punjabi,0,muscle_gain|high_protein
Hyderabadi Biryani 7090,lunch,549,36.8,65.0,13.0,non_vegetarian,hyderabadi,0,muscle_gain|high_protein
Tofu Curry 7091,dinner,606,15.2,54.0,8.8,vegan,north_indian,0,balanced|beginner
Sabudana Khichdi 7092,breakfast,274,9.6,20.3,24.8,vegetarian,gujarati,0,improve_stamina|carb_rich
Tofu Curry 7093,dinner,469,9.6,31.2,23.1,vegan,north_indian,0,balanced|beginner
Paneer Bhurji 7094,dinner,500,9.4,55.3,14.8,vegetarian,bengali,1,weight_loss|light
Vegetable Khichdi 7095,lunch,693,14.1,52.4,4.3,vegetarian,punjabi,0,weight_loss|light
Corn Chaat 7096,snack,229,17.5,54.9,20.3,vegan,maharashtrian,0,improve_stamina|carb_rich
Chicken Curry Rice 7097,lunch,670,26.2,47.0,7.6,non_vegetarian,gujarati,0,muscle_gain|high_protein
Tofu Curry 7098,dinner,641,16.7,64.8,23.9,vegan,kerala,0,improve_stamina|carb_rich
Peanut Chaat 7099,snack,181,5.2,27.2,3.7,vegetarian,bengali,1,weight_loss|light
Upma 7100,breakfast,358,5.5,67.2,14.0,vegetarian,maharashtrian,1,weight_loss|light
Egg Curry 7101,dinner,426,14.1,34.7,24.1,non_vegetarian,rajasthani,0,balanced|beginner
Vegetable Soup 7102,dinner,674,18.9,24.6,23.8,vegan,mixed,0,balanced|beginner
Fruit Bowl 7103,breakfast,363,19.3,41.2,24.5,vegan,south_indian,0,weight_loss|light
Thepla 7104,breakfast,185,27.3,36.5,22.0,vegetarian,hyderabadi,0,muscle_gain|high_protein
Thepla 7105,breakfast,364,9.5,34.4,18.5,vegetarian,mixed,0,weight_loss|light
Vegetable Khichdi 7106,lunch,366,6.4,66.9,12.1,vegetarian,hyderabadi,1,balanced|beginner
Dal Tadka 7107,dinner,667,12.8,44.5,13.2,vegetarian,rajasthani,0,improve_stamina|carb_rich
Kadhi Rice 7108,lunch,660,16.8,20.1,9.9,vegetarian,kerala,0,balanced|beginner
Tofu Scramble 7109,breakfast,371,6.0,27.7,20.6,vegan,south_indian,0,improve_stamina|carb_rich
Roasted Chana 7110,snack,300,7.9,74.3,15.3,vegan,south_indian,1,weight_loss|light
Vegetable Poha 7111,breakfast,293,10.4,43.1,18.6,vegetarian,hyderabadi,0,weight_loss|light
Masala Omelette 7112,breakfast,450,43.3,64.7,9.9,non_vegetarian,punjabi,1,muscle_gain|high_protein
Corn Chaat 7113,snack,270,32.9,26.9,8.5,vegan,south_indian,1,muscle_gain|high_protein
Paneer Roti 7114,lunch,359,13.0,67.7,6.3,vegetarian,kerala,1,balanced|beginner
Corn Chaat 7115,snack,106,17.1,53.2,15.0,vegan,rajasthani,1,balanced|beginner
Kadhi Rice 7116,lunch,693,7.1,42.8,7.8,vegetarian,rajasthani,0,balanced|beginner
Mixed Veg Curry 7117,dinner,591,6.6,43.3,23.8,vegetarian,mixed,0,balanced|beginner
Upma 7118,breakfast,265,11.2,63.3,15.8,vegetarian,punjabi,1,weight_loss|light
Roti Sabji 7119,dinner,576,30.6,78.1,16.8,vegetarian,north_indian,0,muscle_gain|high_protein
Masala Omelette 7120,breakfast,245,18.7,38.2,10.1,non_vegetarian,hyderabadi,1,balanced|beginner
Fish Curry Rice 7121,lunch,594,15.4,56.8,12.6,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Fruit Salad 7122,snack,246,12.3,69.1,19.9,vegan,north_indian,0,balanced|beginner
Hyderabadi Biryani 7123,lunch,466,43.1,73.0,21.7,non_vegetarian,rajasthani,0,muscle_gain|high_protein
Peanut Chaat 7124,snack,92,12.4,45.5,15.2,vegetarian,rajasthani,1,balanced|beginner
Peanut Chaat 7125,snack,231,23.3,44.1,15.9,vegetarian,bengali,1,muscle_gain|high_protein
Vegetable Poha 7126,breakfast,333,14.7,67.6,22.5,vegetarian,punjabi,0,balanced|beginner
Roti Sabji 7127,dinner,583,9.6,71.5,5.9,vegetarian,bengali,0,balanced|beginner
Grilled Chicken 7128,dinner,444,32.1,45.3,3.1,non_vegetarian,rajasthani,1,muscle_gain|high_protein
Rajma Chawal 7129,lunch,663,20.3,68.8,13.9,vegetarian,maharashtrian,0,muscle_gain|high_protein
Dal Rice 7130,lunch,625,5.5,53.7,24.6,vegetarian,bengali,0,balanced|beginner
Kadhi Rice 7131,lunch,679,16.4,65.8,21.3,vegetarian,rajasthani,0,balanced|beginner
Fruit Bowl 7132,breakfast,428,27.0,65.3,7.1,vegan,maharashtrian,1,muscle_gain|high_protein
Grilled Chicken 7133,dinner,670,12.1,72.2,22.3,non_vegetarian,rajasthani,0,improve_stamina|carb_rich
Tofu Stir Fry 7134,lunch,587,29.0,28.4,20.6,vegan,bengali,0,muscle_gain|high_protein
Tofu Scramble 7135,breakfast,346,10.0,68.1,10.5,vegan,punjabi,1,weight_loss|light
Vegetable Poha 7136,breakfast,414,16.5,48.7,5.8,vegetarian,maharashtrian,1,balanced|beginner
Rajma Chawal 7137,lunch,494,17.8,49.4,9.0,vegetarian,bengali,1,weight_loss|light
Paneer Cubes 7138,snack,183,17.5,67.9,24.9,vegetarian,kerala,0,improve_stamina|carb_rich
Corn Chaat 7139,snack,204,41.0,34.7,13.2,vegan,north_indian,1,muscle_gain|high_protein
Fish Fry 7140,dinner,503,11.6,39.8,3.6,non_vegetarian,kerala,0,balanced|beginner
Grilled Chicken 7141,dinner,383,11.9,68.1,23.7,non_vegetarian,south_indian,0,balanced|beginner
Vegetable Poha 7142,breakfast,325,9.5,32.5,11.6,vegetarian,south_indian,1,weight_loss|light
Kadhi Rice 7143,lunch,416,18.2,55.3,8.7,vegetarian,rajasthani,1,weight_loss|light
Peanut Chaat 7144,snack,258,18.4,61.4,20.8,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Upma 7145,breakfast,399,43.2,59.0,7.2,vegetarian,north_indian,1,muscle_gain|high_protein
Idli Sambar 7146,breakfast,376,17.8,47.1,23.7,vegetarian,north_indian,0,balanced|beginner
Dal Tadka 7147,dinner,605,23.4,65.8,7.2,vegetarian,mixed,0,muscle_gain|high_protein
Oats with Milk 7148,breakfast,418,21.7,26.1,24.3,vegetarian,hyderabadi,0,muscle_gain|high_protein
Corn Chaat 7149,snack,262,14.2,71.5,4.3,vegan,kerala,1,weight_loss|light
Dal Rice 7150,lunch,456,15.3,34.5,8.6,vegetarian,bengali,1,balanced|beginner
Kadhi Rice 7151,lunch,662,7.0,33.1,20.6,vegetarian,kerala,0,balanced|beginner
Tofu Curry 7152,dinner,393,8.8,24.4,22.0,vegan,mixed,0,weight_loss|light
Sabudana Khichdi 7153,breakfast,441,16.7,24.8,21.0,vegetarian,bengali,0,improve_stamina|carb_rich
Paneer Bhurji 7154,dinner,650,6.0,59.0,21.8,vegetarian,punjabi,0,balanced|beginner
Vegetable Soup 7155,dinner,533,21.6,38.4,7.5,vegan,hyderabadi,0,muscle_gain|high_protein
Upma 7156,breakfast,389,17.8,75.1,6.0,vegetarian,mixed,1,improve_stamina|carb_rich
Peanut Chaat 7157,snack,298,11.6,68.4,24.8,vegetarian,north_indian,0,weight_loss|light
Peanut Chaat 7158,snack,268,20.9,78.7,21.9,vegetarian,hyderabadi,0,muscle_gain|high_protein
Grilled Chicken 7159,dinner,410,15.2,21.0,19.3,non_vegetarian,mixed,0,balanced|beginner
Idli Sambar 7160,breakfast,342,17.5,47.2,11.8,vegetarian,south_indian,1,weight_loss|light
Paneer Cubes 7161,snack,233,15.1,64.5,19.5,vegetarian,rajasthani,0,improve_stamina|carb_rich
Tofu Stir Fry 7162,lunch,434,31.8,75.9,20.1,vegan,kerala,0,muscle_gain|high_protein
Sprouts Salad 7163,snack,176,42.4,29.0,21.9,vegan,maharashtrian,0,muscle_gain|high_protein
Masala Omelette 7164,breakfast,316,12.2,61.0,13.2,non_vegetarian,hyderabadi,1,improve_stamina|carb_rich
Dal Rice 7165,lunch,700,27.4,48.4,11.7,vegetarian,gujarati,0,muscle_gain|high_protein
Tofu Stir Fry 7166,lunch,611,32.9,43.1,4.0,vegan,south_indian,0,muscle_gain|high_protein
Kadhi Rice 7167,lunch,381,26.0,68.1,15.8,vegetarian,mixed,1,muscle_gain|high_protein
Dal Rice 7168,lunch,422,21.1,63.5,22.7,vegetarian,rajasthani,0,muscle_gain|high_protein
Fish Fry 7169,dinner,521,9.3,56.5,21.3,non_vegetarian,rajasthani,0,improve_stamina|carb_rich
Boiled Eggs 7170,snack,265,18.6,45.7,18.0,non_vegetarian,gujarati,1,improve_stamina|carb_rich
Kadhi Rice 7171,lunch,596,5.6,41.8,15.4,vegetarian,gujarati,0,improve_stamina|carb_rich
Vegetable Khichdi 7172,lunch,561,16.6,48.2,6.3,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Vegetable Poha 7173,breakfast,240,11.3,45.3,19.3,vegetarian,maharashtrian,0,weight_loss|light
Mixed Veg Curry 7174,dinner,520,27.1,53.7,5.8,vegetarian,kerala,0,muscle_gain|high_protein
Upma 7175,breakfast,389,6.9,60.1,9.1,vegetarian,gujarati,1,weight_loss|light
Vegetable Poha 7176,breakfast,278,7.6,78.5,3.7,vegetarian,south_indian,1,improve_stamina|carb_rich
Paneer Cubes 7177,snack,232,9.1,50.6,14.8,vegetarian,punjabi,1,weight_loss|light
Dal Rice 7178,lunch,371,19.0,45.1,17.5,vegetarian,gujarati,1,weight_loss|light
Idli Sambar 7179,breakfast,275,8.0,60.5,22.7,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Boiled Eggs 7180,snack,81,18.2,28.4,19.0,non_vegetarian,punjabi,0,weight_loss|light
Sprouts Salad 7181,snack,137,18.2,37.0,19.9,vegan,hyderabadi,0,weight_loss|light
Sprouts Salad 7182,snack,228,30.5,27.3,22.7,vegan,north_indian,0,muscle_gain|high_protein
Idli Sambar 7183,breakfast,345,26.0,34.1,19.4,vegetarian,gujarati,0,muscle_gain|high_protein
Fruit Salad 7184,snack,159,13.2,24.8,22.8,vegan,gujarati,0,weight_loss|light
Tofu Scramble 7185,breakfast,363,18.7,47.3,15.0,vegan,north_indian,1,weight_loss|light
Tofu Scramble 7186,breakfast,219,27.6,50.5,4.4,vegan,south_indian,1,muscle_gain|high_protein
Roti Sabji 7187,dinner,433,23.7,40.0,4.1,vegetarian,hyderabadi,1,muscle_gain|high_protein
Hyderabadi Biryani 7188,lunch,565,42.2,75.0,4.5,non_vegetarian,gujarati,0,muscle_gain|high_protein
Thepla 7189,breakfast,424,18.4,66.0,13.1,vegetarian,bengali,1,weight_loss|light
Idli Sambar 7190,breakfast,188,16.7,70.2,11.3,vegetarian,mixed,1,balanced|beginner
Tofu Stir Fry 7191,lunch,361,33.2,39.5,15.2,vegan,maharashtrian,1,muscle_gain|high_protein
Vegetable Khichdi 7192,lunch,384,33.6,73.4,9.0,vegetarian,maharashtrian,1,muscle_gain|high_protein
Oats with Milk 7193,breakfast,397,13.1,34.1,8.8,vegetarian,bengali,1,balanced|beginner
Fruit Salad 7194,snack,222,14.0,30.2,14.6,vegan,punjabi,1,balanced|beginner
Roti Sabji 7195,dinner,553,43.4,39.5,7.5,vegetarian,punjabi,0,muscle_gain|high_protein
Sprouts Salad 7196,snack,300,5.8,79.3,21.3,vegan,rajasthani,0,weight_loss|light
Sprouts Salad 7197,snack,162,5.2,30.7,20.4,vegan,rajasthani,0,balanced|beginner
Hyderabadi Biryani 7198,lunch,668,27.1,39.6,9.2,non_vegetarian,maharashtrian,0,muscle_gain|high_protein
Vegetable Poha 7199,breakfast,407,29.3,47.9,4.4,vegetarian,gujarati,1,muscle_gain|high_protein
Paneer Sandwich 7200,breakfast,448,17.9,36.4,14.1,vegetarian,maharashtrian,1,balanced|beginner
Roti Sabji 7201,dinner,695,13.3,41.0,19.7,vegetarian,maharashtrian,0,weight_loss|light
Tofu Scramble 7202,breakfast,411,7.9,30.1,16.8,vegan,south_indian,1,weight_loss|light
Dal Tadka 7203,dinner,466,12.4,25.1,23.0,vegetarian,punjabi,0,improve_stamina|carb_rich
Sprouts Salad 7204,snack,131,31.7,74.7,15.8,vegan,kerala,1,muscle_gain|high_protein
Sprouts Salad 7205,snack,250,15.5,57.0,5.1,vegan,punjabi,1,balanced|beginner
Grilled Chicken 7206,dinner,371,22.0,68.4,23.8,non_vegetarian,south_indian,0,muscle_gain|high_protein
Hyderabadi Biryani 7207,lunch,400,13.7,74.0,15.7,non_vegetarian,kerala,1,improve_stamina|carb_rich
Fish Curry Rice 7208,lunch,619,18.3,63.1,23.7,non_vegetarian,bengali,0,muscle_gain|high_protein
Tofu Scramble 7209,breakfast,215,33.8,41.2,8.7,vegan,gujarati,1,muscle_gain|high_protein
Idli Sambar 7210,breakfast,295,7.5,67.1,15.2,vegetarian,kerala,1,improve_stamina|carb_rich
Grilled Chicken 7211,dinner,615,12.0,76.3,8.6,non_vegetarian,maharashtrian,0,weight_loss|light
Peanut Chaat 7212,snack,225,9.9,34.9,10.6,vegetarian,hyderabadi,1,weight_loss|light
Hyderabadi Biryani 7213,lunch,608,17.6,47.3,12.4,non_vegetarian,south_indian,0,balanced|beginner
Dal Tadka 7214,dinner,420,39.5,27.0,7.0,vegetarian,south_indian,1,muscle_gain|high_protein
Protein Shake 7215,snack,93,39.2,48.8,15.6,vegetarian,gujarati,1,muscle_gain|high_protein
Pav Bhaji 7216,lunch,519,16.3,63.8,24.0,vegetarian,mixed,0,balanced|beginner
Grilled Chicken 7217,dinner,352,8.8,41.8,6.4,non_vegetarian,rajasthani,1,balanced|beginner
Tofu Stir Fry 7218,lunch,627,11.0,64.9,6.1,vegan,gujarati,0,improve_stamina|carb_rich
Hyderabadi Biryani 7219,lunch,453,5.0,21.6,4.1,non_vegetarian,gujarati,1,improve_stamina|carb_rich
Peanut Chaat 7220,snack,229,28.9,34.1,12.2,vegetarian,rajasthani,1,muscle_gain|high_protein
Roti Sabji 7221,dinner,503,19.8,39.9,12.7,vegetarian,mixed,0,muscle_gain|high_protein
Fish Curry Rice 7222,lunch,446,19.3,40.6,15.7,non_vegetarian,maharashtrian,1,weight_loss|light
Fruit Salad 7223,snack,173,15.6,59.4,5.4,vegan,north_indian,1,balanced|beginner
Dal Rice 7224,lunch,461,19.9,29.6,12.7,vegetarian,rajasthani,1,improve_stamina|carb_rich
Kadhi Rice 7225,lunch,478,16.0,55.2,11.4,vegetarian,punjabi,1,balanced|beginner
Thepla 7226,breakfast,399,12.5,34.7,9.0,vegetarian,maharashtrian,1,weight_loss|light
Chicken Curry Rice 7227,lunch,359,12.5,58.3,23.8,non_vegetarian,mixed,0,improve_stamina|carb_rich
Mixed Veg Curry 7228,dinner,371,11.3,42.9,22.4,vegetarian,hyderabadi,0,balanced|beginner
Idli Sambar 7229,breakfast,362,44.3,47.5,9.8,vegetarian,punjabi,1,muscle_gain|high_protein
Paneer Roti 7230,lunch,511,12.0,33.6,8.7,vegetarian,mixed,0,balanced|beginner
Chicken Curry Rice 7231,lunch,615,39.7,64.0,11.2,non_vegetarian,hyderabadi,0,muscle_gain|high_protein
Peanut Chaat 7232,snack,112,15.1,22.0,9.8,vegetarian,rajasthani,1,balanced|beginner
Paneer Sandwich 7233,breakfast,402,18.4,63.5,11.7,vegetarian,gujarati,1,improve_stamina|carb_rich
Sprouts Salad 7234,snack,94,8.3,77.9,23.1,vegan,gujarati,0,balanced|beginner
Hyderabadi Biryani 7235,lunch,569,12.3,54.9,4.4,non_vegetarian,maharashtrian,0,improve_stamina|carb_rich
Sprouts Salad 7236,snack,230,18.7,63.0,3.1,vegan,kerala,1,improve_stamina|carb_rich
Roasted Chana 7237,snack,283,39.0,23.2,8.8,vegan,kerala,1,muscle_gain|high_protein
Upma 7238,breakfast,212,9.9,30.4,3.3,vegetarian,mixed,1,weight_loss|light
Hyderabadi Biryani 7239,lunch,630,7.4,39.8,7.3,non_vegetarian,hyderabadi,0,balanced|beginner
Hyderabadi Biryani 7240,lunch,588,9.1,37.9,23.0,non_vegetarian,kerala,0,balanced|beginner
Dal Tadka 7241,dinner,398,13.6,29.6,20.1,vegetarian,hyderabadi,0,balanced|beginner
Thepla 7242,breakfast,214,19.4,59.7,3.4,vegetarian,maharashtrian,1,weight_loss|light
Tofu Scramble 7243,breakfast,322,11.0,58.2,20.1,vegan,mixed,0,improve_stamina|carb_rich
Paneer Roti 7244,lunch,667,15.3,36.7,19.2,vegetarian,bengali,0,balanced|beginner
Pav Bhaji 7245,lunch,448,6.0,74.0,8.2,vegetarian,south_indian,1,weight_loss|light
Grilled Chicken 7246,dinner,364,12.2,39.8,20.1,non_vegetarian,bengali,0,improve_stamina|carb_rich
Hyderabadi Biryani 7247,lunch,558,24.5,51.5,4.4,non_vegetarian,maharashtrian,0,muscle_gain|high_protein
Dal Tadka 7248,dinner,671,17.3,61.2,11.3,vegetarian,hyderabadi,0,balanced|beginner
Paneer Sandwich 7249,breakfast,283,15.9,60.2,10.5,vegetarian,bengali,1,improve_stamina|carb_rich
Masala Omelette 7250,breakfast,281,5.2,28.7,8.7,non_vegetarian,punjabi,1,balanced|beginner
Fruit Bowl 7251,breakfast,401,17.6,46.4,19.3,vegan,hyderabadi,0,improve_stamina|carb_rich
Boiled Eggs 7252,snack,268,5.8,30.5,5.5,non_vegetarian,bengali,1,improve_stamina|carb_rich
Boiled Eggs 7253,snack,93,15.5,64.4,19.4,non_vegetarian,mixed,0,weight_loss|light
Sabudana Khichdi 7254,breakfast,222,41.6,65.2,10.0,vegetarian,mixed,1,muscle_gain|high_protein
Protein Shake 7255,snack,158,12.6,23.5,24.1,vegetarian,gujarati,0,balanced|beginner
Paneer Cubes 7256,snack,266,6.0,22.2,5.0,vegetarian,gujarati,1,weight_loss|light
Egg Curry 7257,dinner,623,36.8,48.8,23.0,non_vegetarian,south_indian,0,muscle_gain|high_protein
Vegetable Soup 7258,dinner,700,7.1,67.4,7.1,vegan,north_indian,0,balanced|beginner
Tofu Scramble 7259,breakfast,440,16.8,42.1,3.5,vegan,mixed,1,weight_loss|light
Protein Shake 7260,snack,271,7.4,25.6,24.6,vegetarian,kerala,0,balanced|beginner
Dal Tadka 7261,dinner,518,16.7,79.9,7.2,vegetarian,kerala,0,weight_loss|light
Sprouts Salad 7262,snack,119,42.9,32.8,13.7,vegan,mixed,1,muscle_gain|high_protein
Fish Fry 7263,dinner,395,24.8,79.7,10.1,non_vegetarian,hyderabadi,1,muscle_gain|high_protein
Dal Tadka 7264,dinner,433,7.8,32.9,10.7,vegetarian,punjabi,1,balanced|beginner
Paneer Cubes 7265,snack,128,9.2,45.5,8.0,vegetarian,punjabi,1,weight_loss|light
Mixed Veg Curry 7266,dinner,406,24.9,37.5,16.5,vegetarian,rajasthani,1,muscle_gain|high_protein
Tofu Curry 7267,dinner,525,24.6,42.8,11.7,vegan,mixed,0,muscle_gain|high_protein
Fish Fry 7268,dinner,495,15.5,77.3,4.3,non_vegetarian,rajasthani,1,improve_stamina|carb_rich
Masala Omelette 7269,breakfast,372,9.0,40.5,22.0,non_vegetarian,punjabi,0,balanced|beginner
Boiled Eggs 7270,snack,122,14.3,64.1,10.3,non_vegetarian,north_indian,1,balanced|beginner
Masala Omelette 7271,breakfast,229,43.1,25.0,6.1,non_vegetarian,rajasthani,1,muscle_gain|high_protein
Hyderabadi Biryani 7272,lunch,385,25.6,35.3,9.1,non_vegetarian,rajasthani,1,muscle_gain|high_protein
Dal Rice 7273,lunch,539,28.9,23.5,4.7,vegetarian,gujarati,0,muscle_gain|high_protein
Protein Shake 7274,snack,187,25.8,21.3,3.3,vegetarian,maharashtrian,1,muscle_gain|high_protein
Fruit Salad 7275,snack,87,13.1,70.6,10.5,vegan,north_indian,1,improve_stamina|carb_rich
Egg Curry 7276,dinner,683,17.2,30.2,13.8,non_vegetarian,hyderabadi,0,weight_loss|light
Roti Sabji 7277,dinner,484,9.6,32.9,23.6,vegetarian,mixed,0,improve_stamina|carb_rich
